Warehouse,Region,Product_Category,Month,Units_Shipped,CostPerUnit,TotalCost
Whse_A,Region_A,Category_003,2015-01,1177.2,3.5,4120.2
Whse_A,Region_A,Category_003,2015-02,1159.68,3.5,4058.88
Whse_A,Region_A,Category_003,2015-03,1346.79,3.5,4713.764999999999
Whse_A,Region_A,Category_003,2015-04,442.14,3.5,1547.49
Whse_A,Region_A,Category_003,2015-06,1667.02,3.5,5834.57
Whse_A,Region_A,Category_003,2015-07,1539.65,3.5,5388.775000000001
Whse_A,Region_A,Category_003,2015-08,561.97,3.5,1966.895
Whse_A,Region_A,Category_003,2015-09,574.36,3.5,2010.26
Whse_A,Region_A,Category_003,2015-11,2029.2,3.5,7102.2
Whse_A,Region_A,Category_003,2016-06,337.95,3.5,1182.825
Whse_A,Region_A,Category_003,2011-12,100.0,3.5,350.0
Whse_A,Region_A,Category_005,2011-12,100.0,3.5,350.0
Whse_A,Region_A,Category_007,2017-01,100.0,3.5,350.0
Whse_A,Region_A,Category_008,2013-08,5.61,3.5,19.635
Whse_A,Region_A,Category_008,2016-09,13.88,3.5,48.580000000000005
Whse_A,Region_A,Category_008,2012-06,0.81,3.5,2.835
Whse_A,Region_A,Category_009,2013-06,9718.91,3.5,34016.185
Whse_A,Region_A,Category_009,2013-07,9398.74,3.5,32895.59
Whse_A,Region_A,Category_009,2013-08,9652.8,3.5,33784.799999999996
Whse_A,Region_A,Category_009,2013-09,18685.2,3.5,65398.200000000004
Whse_A,Region_A,Category_009,2013-11,6853.54,3.5,23987.39
Whse_A,Region_A,Category_009,2014-01,4724.35,3.5,16535.225000000002
Whse_A,Region_A,Category_009,2014-03,10096.8,3.5,35338.799999999996
Whse_A,Region_A,Category_009,2014-04,9368.62,3.5,32790.170000000006
Whse_A,Region_A,Category_009,2014-05,4901.19,3.5,17154.164999999997
Whse_A,Region_A,Category_009,2014-06,22552.84,3.5,78934.94
Whse_A,Region_A,Category_009,2014-07,6155.18,3.5,21543.13
Whse_A,Region_A,Category_009,2014-08,10102.8,3.5,35359.799999999996
Whse_A,Region_A,Category_009,2014-09,6111.67,3.5,21390.845
Whse_A,Region_A,Category_009,2014-10,3235.32,3.5,11323.62
Whse_A,Region_A,Category_009,2014-11,15210.0,3.5,53235.0
Whse_A,Region_A,Category_009,2015-05,10397.15,3.5,36390.025
Whse_A,Region_A,Category_009,2015-10,15281.23,3.5,53484.305
Whse_A,Region_A,Category_009,2015-12,17342.63,3.5,60699.205
Whse_A,Region_A,Category_009,2016-03,457.43,3.5,1601.005
Whse_A,Region_A,Category_009,2016-04,1349.0,3.5,4721.5
Whse_A,Region_A,Category_009,2016-05,3886.87,3.5,13604.045
Whse_A,Region_A,Category_009,2016-09,6953.33,3.5,24336.655
Whse_A,Region_A,Category_009,2016-10,4344.23,3.5,15204.804999999998
Whse_A,Region_A,Category_009,2016-11,7610.73,3.5,26637.555
Whse_A,Region_A,Category_009,2012-01,8468.09,3.5,29638.315000000002
Whse_A,Region_A,Category_009,2012-02,12084.5,3.5,42295.75
Whse_A,Region_A,Category_009,2012-03,13402.09,3.5,46907.315
Whse_A,Region_A,Category_009,2012-04,11371.2,3.5,39799.200000000004
Whse_A,Region_A,Category_009,2012-05,12806.91,3.5,44824.185
Whse_A,Region_A,Category_009,2012-06,9757.75,3.5,34152.125
Whse_A,Region_A,Category_009,2012-07,8277.99,3.5,28972.965
Whse_A,Region_A,Category_009,2012-08,4130.03,3.5,14455.105
Whse_A,Region_A,Category_009,2012-09,8219.16,3.5,28767.059999999998
Whse_A,Region_A,Category_009,2012-10,10479.6,3.5,36678.6
Whse_A,Region_A,Category_009,2012-11,8732.4,3.5,30563.399999999998
Whse_A,Region_A,Category_009,2012-12,7778.35,3.5,27224.225000000002
Whse_A,Region_A,Category_009,2013-01,8473.61,3.5,29657.635000000002
Whse_A,Region_A,Category_009,2013-02,15846.42,3.5,55462.47
Whse_A,Region_A,Category_009,2013-03,5797.2,3.5,20290.2
Whse_A,Region_A,Category_009,2013-04,6523.2,3.5,22831.2
Whse_A,Region_A,Category_009,2013-05,11105.45,3.5,38869.075000000004
Whse_A,Region_A,Category_009,2013-10,7030.82,3.5,24607.87
Whse_A,Region_A,Category_009,2013-12,3872.81,3.5,13554.835
Whse_A,Region_A,Category_009,2014-12,7041.6,3.5,24645.600000000002
Whse_A,Region_A,Category_009,2015-01,7686.0,3.5,26901.0
Whse_A,Region_A,Category_009,2015-03,16288.72,3.5,57010.52
Whse_A,Region_A,Category_009,2015-04,4082.92,3.5,14290.220000000001
Whse_A,Region_A,Category_009,2015-06,15376.82,3.5,53818.869999999995
Whse_A,Region_A,Category_009,2015-07,1839.28,3.5,6437.48
Whse_A,Region_A,Category_009,2015-08,6594.2,3.5,23079.7
Whse_A,Region_A,Category_009,2015-09,7732.59,3.5,27064.065000000002
Whse_A,Region_A,Category_009,2015-11,4681.32,3.5,16384.62
Whse_A,Region_A,Category_009,2016-06,1530.1,3.5,5355.349999999999
Whse_A,Region_A,Category_009,2011-12,329.67,3.5,1153.845
Whse_A,Region_A,Category_010,2013-06,24.0,3.5,84.0
Whse_A,Region_A,Category_010,2013-07,424.92,3.5,1487.22
Whse_A,Region_A,Category_010,2013-08,14.69,3.5,51.415
Whse_A,Region_A,Category_010,2013-09,65.63,3.5,229.70499999999998
Whse_A,Region_A,Category_010,2013-11,65.68,3.5,229.88000000000002
Whse_A,Region_A,Category_010,2014-01,60.82,3.5,212.87
Whse_A,Region_A,Category_010,2014-02,109.06,3.5,381.71000000000004
Whse_A,Region_A,Category_010,2014-04,29.47,3.5,103.145
Whse_A,Region_A,Category_010,2014-06,13.74,3.5,48.09
Whse_A,Region_A,Category_010,2014-09,78.99,3.5,276.465
Whse_A,Region_A,Category_010,2014-10,105.54,3.5,369.39000000000004
Whse_A,Region_A,Category_010,2015-05,98.34,3.5,344.19
Whse_A,Region_A,Category_010,2015-10,158.4,3.5,554.4
Whse_A,Region_A,Category_010,2015-12,36.0,3.5,126.0
Whse_A,Region_A,Category_010,2016-01,22.8,3.5,79.8
Whse_A,Region_A,Category_010,2016-02,66.05,3.5,231.17499999999998
Whse_A,Region_A,Category_010,2016-04,140.33,3.5,491.15500000000003
Whse_A,Region_A,Category_010,2016-09,79.34,3.5,277.69
Whse_A,Region_A,Category_010,2016-10,31.55,3.5,110.425
Whse_A,Region_A,Category_010,2016-11,74.68,3.5,261.38
Whse_A,Region_A,Category_010,2016-12,23.36,3.5,81.75999999999999
Whse_A,Region_A,Category_010,2012-04,22.56,3.5,78.96
Whse_A,Region_A,Category_010,2012-05,171.6,3.5,600.6
Whse_A,Region_A,Category_010,2012-07,186.62,3.5,653.1700000000001
Whse_A,Region_A,Category_010,2012-09,69.45,3.5,243.07500000000002
Whse_A,Region_A,Category_010,2012-10,111.7,3.5,390.95
Whse_A,Region_A,Category_010,2012-11,36.65,3.5,128.275
Whse_A,Region_A,Category_010,2012-12,16.66,3.5,58.31
Whse_A,Region_A,Category_010,2013-01,45.2,3.5,158.20000000000002
Whse_A,Region_A,Category_010,2013-02,115.02,3.5,402.57
Whse_A,Region_A,Category_010,2013-03,0.86,3.5,3.01
Whse_A,Region_A,Category_010,2013-04,139.32,3.5,487.62
Whse_A,Region_A,Category_010,2013-05,96.41,3.5,337.435
Whse_A,Region_A,Category_010,2013-12,14.68,3.5,51.379999999999995
Whse_A,Region_A,Category_010,2015-01,55.38,3.5,193.83
Whse_A,Region_A,Category_010,2015-02,70.9,3.5,248.15000000000003
Whse_A,Region_A,Category_010,2015-03,125.37,3.5,438.795
Whse_A,Region_A,Category_010,2015-04,18.39,3.5,64.36500000000001
Whse_A,Region_A,Category_010,2015-07,60.89,3.5,213.115
Whse_A,Region_A,Category_010,2015-08,75.47,3.5,264.145
Whse_A,Region_A,Category_010,2015-09,182.4,3.5,638.4
Whse_A,Region_A,Category_010,2015-11,110.96,3.5,388.35999999999996
Whse_A,Region_A,Category_011,2011-12,12.59,3.5,44.065
Whse_A,Region_A,Category_012,2013-07,110.49,3.5,386.715
Whse_A,Region_A,Category_012,2013-11,32.4,3.5,113.39999999999999
Whse_A,Region_A,Category_012,2014-01,38.4,3.5,134.4
Whse_A,Region_A,Category_012,2014-03,3.6,3.5,12.6
Whse_A,Region_A,Category_012,2014-04,19.56,3.5,68.46
Whse_A,Region_A,Category_012,2014-05,46.8,3.5,163.79999999999998
Whse_A,Region_A,Category_012,2014-07,1.2,3.5,4.2
Whse_A,Region_A,Category_012,2014-08,38.24,3.5,133.84
Whse_A,Region_A,Category_012,2014-09,296.22,3.5,1036.77
Whse_A,Region_A,Category_012,2014-11,7.2,3.5,25.2
Whse_A,Region_A,Category_012,2015-05,49.2,3.5,172.20000000000002
Whse_A,Region_A,Category_012,2015-10,166.8,3.5,583.8000000000001
Whse_A,Region_A,Category_012,2015-12,3.6,3.5,12.6
Whse_A,Region_A,Category_012,2016-01,310.93,3.5,1088.255
Whse_A,Region_A,Category_012,2016-04,375.51,3.5,1314.2849999999999
Whse_A,Region_A,Category_012,2016-09,1.18,3.5,4.13
Whse_A,Region_A,Category_012,2016-12,73.41,3.5,256.935
Whse_A,Region_A,Category_012,2014-12,20.39,3.5,71.36500000000001
Whse_A,Region_A,Category_012,2015-01,7.2,3.5,25.2
Whse_A,Region_A,Category_012,2015-02,24.0,3.5,84.0
Whse_A,Region_A,Category_012,2015-03,28.8,3.5,100.8
Whse_A,Region_A,Category_012,2015-04,2.4,3.5,8.4
Whse_A,Region_A,Category_012,2015-06,6.0,3.5,21.0
Whse_A,Region_A,Category_012,2015-08,30.36,3.5,106.25999999999999
Whse_A,Region_A,Category_012,2015-11,574.8,3.5,2011.7999999999997
Whse_A,Region_A,Category_013,2013-08,466.07,3.5,1631.245
Whse_A,Region_A,Category_013,2013-09,56.11,3.5,196.385
Whse_A,Region_A,Category_013,2013-11,1371.6,3.5,4800.599999999999
Whse_A,Region_A,Category_013,2014-03,521.29,3.5,1824.5149999999999
Whse_A,Region_A,Category_013,2014-05,1082.4,3.5,3788.4000000000005
Whse_A,Region_A,Category_013,2014-09,250.17,3.5,875.5949999999999
Whse_A,Region_A,Category_013,2012-05,79.58,3.5,278.53
Whse_A,Region_A,Category_013,2012-09,421.56,3.5,1475.46
Whse_A,Region_A,Category_013,2012-10,1575.0,3.5,5512.5
Whse_A,Region_A,Category_013,2013-01,22.65,3.5,79.27499999999999
Whse_A,Region_A,Category_013,2013-04,276.0,3.5,966.0
Whse_A,Region_A,Category_013,2013-10,2919.6,3.5,10218.6
Whse_A,Region_A,Category_013,2015-11,475.24,3.5,1663.3400000000001
Whse_A,Region_A,Category_013,2011-12,88.98,3.5,311.43
Whse_A,Region_A,Category_015,2014-05,457.05,3.5,1599.675
Whse_A,Region_A,Category_015,2012-05,1155.02,3.5,4042.5699999999997
Whse_A,Region_A,Category_015,2012-09,95.13,3.5,332.955
Whse_A,Region_A,Category_015,2011-12,4.8,3.5,16.8
Whse_A,Region_A,Category_016,2015-12,55.41,3.5,193.935
Whse_A,Region_A,Category_016,2016-03,100.0,3.5,350.0
Whse_A,Region_A,Category_016,2016-05,2.4,3.5,8.4
Whse_A,Region_A,Category_016,2015-06,100.0,3.5,350.0
Whse_A,Region_A,Category_016,2015-07,100.0,3.5,350.0
Whse_A,Region_A,Category_016,2015-08,100.0,3.5,350.0
Whse_A,Region_A,Category_016,2015-11,100.0,3.5,350.0
Whse_A,Region_A,Category_017,2013-06,285.28,3.5,998.4799999999999
Whse_A,Region_A,Category_017,2013-07,1315.57,3.5,4604.495
Whse_A,Region_A,Category_017,2013-08,45.79,3.5,160.265
Whse_A,Region_A,Category_017,2013-09,765.74,3.5,2680.09
Whse_A,Region_A,Category_017,2013-11,441.92,3.5,1546.72
Whse_A,Region_A,Category_017,2014-01,24.0,3.5,84.0
Whse_A,Region_A,Category_017,2014-02,234.2,3.5,819.6999999999999
Whse_A,Region_A,Category_017,2014-03,3.6,3.5,12.6
Whse_A,Region_A,Category_017,2014-04,36.41,3.5,127.43499999999999
Whse_A,Region_A,Category_017,2014-05,224.67,3.5,786.3449999999999
Whse_A,Region_A,Category_017,2014-06,355.19,3.5,1243.165
Whse_A,Region_A,Category_017,2014-07,45.15,3.5,158.025
Whse_A,Region_A,Category_017,2014-08,70.61,3.5,247.135
Whse_A,Region_A,Category_017,2014-09,206.44,3.5,722.54
Whse_A,Region_A,Category_017,2014-10,140.65,3.5,492.27500000000003
Whse_A,Region_A,Category_017,2014-11,33.36,3.5,116.75999999999999
Whse_A,Region_A,Category_017,2015-05,53.95,3.5,188.82500000000002
Whse_A,Region_A,Category_017,2015-10,41.49,3.5,145.215
Whse_A,Region_A,Category_017,2015-12,85.14,3.5,297.99
Whse_A,Region_A,Category_017,2016-02,584.68,3.5,2046.3799999999999
Whse_A,Region_A,Category_017,2016-03,353.95,3.5,1238.825
Whse_A,Region_A,Category_017,2016-04,30.07,3.5,105.245
Whse_A,Region_A,Category_017,2016-05,508.68,3.5,1780.38
Whse_A,Region_A,Category_017,2016-07,2.7,3.5,9.450000000000001
Whse_A,Region_A,Category_017,2016-08,209.2,3.5,732.1999999999999
Whse_A,Region_A,Category_017,2016-09,34.8,3.5,121.79999999999998
Whse_A,Region_A,Category_017,2016-10,189.93,3.5,664.755
Whse_A,Region_A,Category_017,2016-11,55.47,3.5,194.14499999999998
Whse_A,Region_A,Category_017,2016-12,197.32,3.5,690.62
Whse_A,Region_A,Category_017,2012-01,109.54,3.5,383.39000000000004
Whse_A,Region_A,Category_017,2012-02,71.66,3.5,250.81
Whse_A,Region_A,Category_017,2012-04,3.6,3.5,12.6
Whse_A,Region_A,Category_017,2012-05,77.61,3.5,271.635
Whse_A,Region_A,Category_017,2012-06,6.0,3.5,21.0
Whse_A,Region_A,Category_017,2012-07,85.6,3.5,299.59999999999997
Whse_A,Region_A,Category_017,2012-08,6.0,3.5,21.0
Whse_A,Region_A,Category_017,2012-09,107.64,3.5,376.74
Whse_A,Region_A,Category_017,2012-10,111.45,3.5,390.075
Whse_A,Region_A,Category_017,2012-11,16.8,3.5,58.800000000000004
Whse_A,Region_A,Category_017,2012-12,123.84,3.5,433.44
Whse_A,Region_A,Category_017,2013-01,391.99,3.5,1371.9650000000001
Whse_A,Region_A,Category_017,2013-02,606.74,3.5,2123.59
Whse_A,Region_A,Category_017,2013-03,342.79,3.5,1199.765
Whse_A,Region_A,Category_017,2013-04,891.92,3.5,3121.72
Whse_A,Region_A,Category_017,2013-05,831.96,3.5,2911.86
Whse_A,Region_A,Category_017,2013-10,1069.82,3.5,3744.37
Whse_A,Region_A,Category_017,2013-12,3.6,3.5,12.6
Whse_A,Region_A,Category_017,2014-12,8.76,3.5,30.66
Whse_A,Region_A,Category_017,2015-01,182.95,3.5,640.3249999999999
Whse_A,Region_A,Category_017,2015-02,73.26,3.5,256.41
Whse_A,Region_A,Category_017,2015-03,25.2,3.5,88.2
Whse_A,Region_A,Category_017,2015-04,237.89,3.5,832.615
Whse_A,Region_A,Category_017,2015-06,49.15,3.5,172.025
Whse_A,Region_A,Category_017,2015-07,71.4,3.5,249.90000000000003
Whse_A,Region_A,Category_017,2015-08,251.52,3.5,880.32
Whse_A,Region_A,Category_017,2015-09,468.8,3.5,1640.8
Whse_A,Region_A,Category_017,2015-11,24.82,3.5,86.87
Whse_A,Region_A,Category_017,2016-06,332.02,3.5,1162.07
Whse_A,Region_A,Category_018,2013-06,41.63,3.5,145.705
Whse_A,Region_A,Category_018,2013-07,36.13,3.5,126.45500000000001
Whse_A,Region_A,Category_018,2013-08,48.58,3.5,170.03
Whse_A,Region_A,Category_018,2014-03,168.81,3.5,590.835
Whse_A,Region_A,Category_018,2014-04,243.09,3.5,850.815
Whse_A,Region_A,Category_018,2014-05,53.84,3.5,188.44
Whse_A,Region_A,Category_018,2014-06,9.06,3.5,31.71
Whse_A,Region_A,Category_018,2014-07,110.74,3.5,387.59
Whse_A,Region_A,Category_018,2014-08,73.53,3.5,257.355
Whse_A,Region_A,Category_018,2014-09,134.28,3.5,469.98
Whse_A,Region_A,Category_018,2014-10,74.47,3.5,260.645
Whse_A,Region_A,Category_018,2014-11,76.97,3.5,269.395
Whse_A,Region_A,Category_018,2015-05,14.1,3.5,49.35
Whse_A,Region_A,Category_018,2015-10,122.25,3.5,427.875
Whse_A,Region_A,Category_018,2015-12,84.88,3.5,297.08
Whse_A,Region_A,Category_018,2016-01,42.07,3.5,147.245
Whse_A,Region_A,Category_018,2016-02,91.44,3.5,320.03999999999996
Whse_A,Region_A,Category_018,2016-03,27.19,3.5,95.165
Whse_A,Region_A,Category_018,2016-04,78.05,3.5,273.175
Whse_A,Region_A,Category_018,2016-05,9.48,3.5,33.18
Whse_A,Region_A,Category_018,2016-07,84.94,3.5,297.28999999999996
Whse_A,Region_A,Category_018,2016-09,122.52,3.5,428.82
Whse_A,Region_A,Category_018,2016-10,22.6,3.5,79.10000000000001
Whse_A,Region_A,Category_018,2012-04,318.61,3.5,1115.135
Whse_A,Region_A,Category_018,2012-05,99.08,3.5,346.78
Whse_A,Region_A,Category_018,2012-06,70.59,3.5,247.065
Whse_A,Region_A,Category_018,2012-08,31.88,3.5,111.58
Whse_A,Region_A,Category_018,2012-09,63.09,3.5,220.815
Whse_A,Region_A,Category_018,2013-01,31.82,3.5,111.37
Whse_A,Region_A,Category_018,2014-12,101.52,3.5,355.32
Whse_A,Region_A,Category_018,2015-01,58.31,3.5,204.085
Whse_A,Region_A,Category_018,2015-02,19.53,3.5,68.355
Whse_A,Region_A,Category_018,2015-06,157.69,3.5,551.915
Whse_A,Region_A,Category_018,2015-07,18.14,3.5,63.49
Whse_A,Region_A,Category_018,2015-11,166.41,3.5,582.435
Whse_A,Region_A,Category_018,2016-06,20.78,3.5,72.73
Whse_A,Region_A,Category_019,2011-11,100.0,3.5,350.0
Whse_A,Region_A,Category_019,2011-12,113160.0,3.5,396060.0
Whse_A,Region_A,Category_019,2011-09,100.0,3.5,350.0
Whse_A,Region_A,Category_019,2011-06,100.0,3.5,350.0
Whse_A,Region_A,Category_021,2015-05,647.65,3.5,2266.775
Whse_A,Region_A,Category_021,2011-11,45.66,3.5,159.81
Whse_A,Region_A,Category_021,2017-01,71.36,3.5,249.76
Whse_A,Region_A,Category_022,2013-06,1143.6,3.5,4002.5999999999995
Whse_A,Region_A,Category_022,2013-07,2418.41,3.5,8464.435
Whse_A,Region_A,Category_022,2013-08,1950.49,3.5,6826.715
Whse_A,Region_A,Category_022,2013-09,3227.91,3.5,11297.685
Whse_A,Region_A,Category_022,2014-01,2751.84,3.5,9631.44
Whse_A,Region_A,Category_022,2014-02,2773.92,3.5,9708.720000000001
Whse_A,Region_A,Category_022,2014-03,2180.05,3.5,7630.175000000001
Whse_A,Region_A,Category_022,2014-04,2491.2,3.5,8719.199999999999
Whse_A,Region_A,Category_022,2014-05,3712.8,3.5,12994.800000000001
Whse_A,Region_A,Category_022,2014-06,2804.95,3.5,9817.324999999999
Whse_A,Region_A,Category_022,2014-07,3420.04,3.5,11970.14
Whse_A,Region_A,Category_022,2014-08,3771.6,3.5,13200.6
Whse_A,Region_A,Category_022,2014-09,1028.0,3.5,3598.0
Whse_A,Region_A,Category_022,2014-10,572.57,3.5,2003.9950000000001
Whse_A,Region_A,Category_022,2014-11,3342.0,3.5,11697.0
Whse_A,Region_A,Category_022,2015-05,1234.97,3.5,4322.395
Whse_A,Region_A,Category_022,2015-10,1496.15,3.5,5236.525000000001
Whse_A,Region_A,Category_022,2015-12,1654.8,3.5,5791.8
Whse_A,Region_A,Category_022,2016-05,838.24,3.5,2933.84
Whse_A,Region_A,Category_022,2016-09,252.96,3.5,885.36
Whse_A,Region_A,Category_022,2012-01,669.6,3.5,2343.6
Whse_A,Region_A,Category_022,2012-02,1532.4,3.5,5363.400000000001
Whse_A,Region_A,Category_022,2012-03,217.2,3.5,760.1999999999999
Whse_A,Region_A,Category_022,2012-04,969.02,3.5,3391.5699999999997
Whse_A,Region_A,Category_022,2012-05,1105.96,3.5,3870.86
Whse_A,Region_A,Category_022,2012-07,786.0,3.5,2751.0
Whse_A,Region_A,Category_022,2012-08,123.79,3.5,433.26500000000004
Whse_A,Region_A,Category_022,2012-09,331.2,3.5,1159.2
Whse_A,Region_A,Category_022,2012-10,248.4,3.5,869.4
Whse_A,Region_A,Category_022,2012-11,765.6,3.5,2679.6
Whse_A,Region_A,Category_022,2012-12,499.2,3.5,1747.2
Whse_A,Region_A,Category_022,2013-01,3.6,3.5,12.6
Whse_A,Region_A,Category_022,2013-02,297.6,3.5,1041.6000000000001
Whse_A,Region_A,Category_022,2013-03,206.24,3.5,721.84
Whse_A,Region_A,Category_022,2013-04,786.0,3.5,2751.0
Whse_A,Region_A,Category_022,2013-05,271.2,3.5,949.1999999999999
Whse_A,Region_A,Category_022,2013-10,558.0,3.5,1953.0
Whse_A,Region_A,Category_022,2014-12,717.6,3.5,2511.6
Whse_A,Region_A,Category_022,2015-01,2131.4,3.5,7459.900000000001
Whse_A,Region_A,Category_022,2015-02,1425.3,3.5,4988.55
Whse_A,Region_A,Category_022,2015-03,2934.16,3.5,10269.56
Whse_A,Region_A,Category_022,2015-04,337.2,3.5,1180.2
Whse_A,Region_A,Category_022,2015-06,160.8,3.5,562.8000000000001
Whse_A,Region_A,Category_022,2015-07,152.4,3.5,533.4
Whse_A,Region_A,Category_022,2015-08,295.2,3.5,1033.2
Whse_A,Region_A,Category_022,2015-09,656.4,3.5,2297.4
Whse_A,Region_A,Category_022,2015-11,582.07,3.5,2037.2450000000001
Whse_A,Region_A,Category_022,2011-12,100.0,3.5,350.0
Whse_A,Region_A,Category_023,2013-06,300.0,3.5,1050.0
Whse_A,Region_A,Category_023,2013-07,1218.0,3.5,4263.0
Whse_A,Region_A,Category_023,2013-08,1200.0,3.5,4200.0
Whse_A,Region_A,Category_023,2013-11,1568.4,3.5,5489.400000000001
Whse_A,Region_A,Category_023,2014-03,1140.0,3.5,3990.0
Whse_A,Region_A,Category_023,2014-05,753.67,3.5,2637.845
Whse_A,Region_A,Category_023,2014-06,960.0,3.5,3360.0
Whse_A,Region_A,Category_023,2014-07,780.0,3.5,2730.0
Whse_A,Region_A,Category_023,2014-08,790.8,3.5,2767.7999999999997
Whse_A,Region_A,Category_023,2014-11,242.4,3.5,848.4
Whse_A,Region_A,Category_023,2015-05,242.4,3.5,848.4
Whse_A,Region_A,Category_023,2015-10,480.0,3.5,1680.0
Whse_A,Region_A,Category_023,2015-12,3.6,3.5,12.6
Whse_A,Region_A,Category_023,2016-01,240.0,3.5,840.0
Whse_A,Region_A,Category_023,2016-02,603.6,3.5,2112.6
Whse_A,Region_A,Category_023,2016-03,1.2,3.5,4.2
Whse_A,Region_A,Category_023,2016-04,1626.0,3.5,5691.0
Whse_A,Region_A,Category_023,2016-05,1862.4,3.5,6518.400000000001
Whse_A,Region_A,Category_023,2016-07,424.8,3.5,1486.8
Whse_A,Region_A,Category_023,2016-08,4546.8,3.5,15913.800000000001
Whse_A,Region_A,Category_023,2016-09,544.8,3.5,1906.7999999999997
Whse_A,Region_A,Category_023,2016-10,3289.2,3.5,11512.199999999999
Whse_A,Region_A,Category_023,2016-11,540.0,3.5,1890.0
Whse_A,Region_A,Category_023,2016-12,61.2,3.5,214.20000000000002
Whse_A,Region_A,Category_023,2012-02,1320.0,3.5,4620.0
Whse_A,Region_A,Category_023,2012-03,224.78,3.5,786.73
Whse_A,Region_A,Category_023,2012-04,1080.0,3.5,3780.0
Whse_A,Region_A,Category_023,2012-08,1380.0,3.5,4830.0
Whse_A,Region_A,Category_023,2012-09,62.4,3.5,218.4
Whse_A,Region_A,Category_023,2012-10,543.6,3.5,1902.6000000000001
Whse_A,Region_A,Category_023,2012-12,300.0,3.5,1050.0
Whse_A,Region_A,Category_023,2013-01,123.6,3.5,432.59999999999997
Whse_A,Region_A,Category_023,2013-03,300.0,3.5,1050.0
Whse_A,Region_A,Category_023,2013-05,600.0,3.5,2100.0
Whse_A,Region_A,Category_023,2013-12,1020.0,3.5,3570.0
Whse_A,Region_A,Category_023,2014-12,540.0,3.5,1890.0
Whse_A,Region_A,Category_023,2015-01,120.0,3.5,420.0
Whse_A,Region_A,Category_023,2015-02,482.4,3.5,1688.3999999999999
Whse_A,Region_A,Category_023,2015-03,3.6,3.5,12.6
Whse_A,Region_A,Category_023,2015-04,182.4,3.5,638.4
Whse_A,Region_A,Category_023,2015-06,1564.8,3.5,5476.8
